Date;Tweet;Hashtags/keyword;Sentiment
30/03/2020;Jk pemerintah pny duit utk mencukupi kebutuhan hidup rakyat di Jabodetabek (warga asli /pendatang ) jgn ragu2 utk #lockdown #KarantinaWilayah meski http://terlambat.tp  kayaknya pemerintah saat ini kere,lamban tp banyak gaya. #Covid19Out #VirusCoronaindonesia smga segra musnah;['#VirusCoronaindonesia'];negatif
29/03/2020;Apa memang harus di lockdown biar menekan angka positif COVID-19? Lebih baik dihentikan dulu yang mau pulang kampung #LawanCoronaBersama #VirusCoronaindonesia #BersatuUsirCorona;['#VirusCoronaindonesia'];netral
29/03/2020;Adanya #VirusCorona #VirusCoronaindonesia di jkrt dan sekitarnya jalan jalan pada ga macet, terutama jkrt, jalan jalan rada sepi seperti lebaran, untuk saat ini ga usah mikirin jkrt macet,;['#VirusCoronaindonesia'];netral
29/03/2020;"""Wahai Manusia"" apakah engkau  masih membanggakan dirimu?? Apakah engkau masih menyombongkan dirimu?? tidakkah sekarang bukti tanda kekuasaan sang penciptamu benar benar di depan matamu,sungguh yg tidak percaya ini adalah orang orang yang rugi.
#VirusCoronaindonesia";['#VirusCoronaindonesia'];netral
29/03/2020;"Corona kalo lu dateng cuma nyakitin doank. Cewe indonesia juga bisa.
#VirusCoronaindonesia
#virussadboys";['#VirusCoronaindonesia'];netral
29/03/2020;"Yuk selalu kita waspada jaga kondisi tubuh dan selalu berpikiran positif

https://youtu.be/B2O9jQ26wpA 
#Covid_19 #COVID19 #dirumahaja #StayAtHomeAndStaySafe #Corona #lockdown
#JagaJarakJanganBandel #bintangemon #Trending #VirusCorona #Tetapdirumah #WorkFromHome #VirusCoronaindonesia";['#VirusCoronaindonesia'];netral
29/03/2020;Sekarang orang desa, orang pegunungan, orang terpencil takut kalao ada orang kota, katanya awas kali aja bawa #VirusCorona #VirusCoronaindonesia , yg merasa abis dr kita, luar negri sadar diri yah... Cek kesehatan ke rs , puskesma sekitar mu,;['#VirusCoronaindonesia'];netral
28/03/2020;Pak @jokowi kita sekarang darurat kesehatan. Keluarkan dekret untuk memaksa semua industri untuk bantu produksi alat alat medis dan kebutuhan untuk melawan #CoronaIndonesia #COVID19 #VirusCoronaindonesia;['#VirusCoronaindonesia'];positif
28/03/2020;sedih bgt pemerintah,tim medis udh berusah dan kerja keras buat kalian tp kalian bikin tambah susah mereka plis lah woi diem aja di rumah buat mereka itu udh lbh dr cukup GOBLOK #VirusCoronaindonesia #BangsatBangsa;['#VirusCoronaindonesia'];positif
08/04/2020;"Untuk Mendikbud tolonglah berikan keadilan pada sistem pendidikan ditengah crisis yang tidak bisa ditentukan masa berakhirnya ini.
@ChangeOrg_ID #COVID19indonesia #VirusCoronaindonesia #pendidikan #Indonesiahttp://chng.it/JQjj9LShd5 ";['#VirusCoronaindonesia'];negatif
27/03/2020;Belum berhenti sampai angka sepuluh ribuan, hal ini terkait kebijakan pemerintah yg telat mengKarantina kota Jakarta.. ditambah Warga +62 yg ngeyel.. #VirusCoronaindonesia https://twitter.com/CNNIndonesia/status/1243461266271694848 …;['#VirusCoronaindonesia'];negatif
26/03/2020;"Pastinya saat2 kritis begini, mendapat perhatian dari pjbt publik, akan menambah semangat pasukan garda terdepan perang hadapi #VirusCoronaIndonesia 
Teruslah berbuat kebaikan.";['#VirusCoronaindonesia'];positif
18/04/2020;Semua warga +62 kena dampak Covid-19. Tp tidak semua mendapatkan bantuan.;['#VirusCoronaindonesia'];negatif
18/04/2020;Melihat Semrawutnya Data Korban Dan Segala permasalahan dilapangan Tentang #VirusCoronaindonesia  Rasany a Elok Mengcapkan Terima Kasih Dan Sehat selalu GuB DKI Jakarta Warga DKI sekitarnya @aniesbaswedan BarakALLAhu ;['#VirusCoronaindonesia'];negatif
24/03/2020;Ini bkn mslh menyalahan lilin @BNPB_Indonesia namun ini akibat kita terlalu terlena dan tdk antisipasi terhadap wabah ini bahkan memberikan subsidi terhadap pariwisata dan influecer ditengah wabah ini. Akibatnya sprt ini;['#VirusCoronaindonesia'];negatif
07/03/2020;Biaya pemeriksaan hingga pengobatan pasien dalam pengawasan maupun yang sudah positif terinfeksi #CoronaVirus seluruhnya ditanggung oleh Pemerintah. #COVID19indonesia #VirusCoronaindonesia #CoronaAlertpic.twitter.com/n8URlCUR7v;['#VirusCoronaindonesia'];positif
09/03/2020;"Kasian pak #Menkes drpda stress mkirin korona mnding istirahat sj 
S7 bung @fadlizon https://www.suara.com/news/2020/03/09/173456/fadli-zon-soal-menkes-terawan-sebaiknya-menteri-ini-diistirahatkan-saja …";['#menkes'];positif
09/03/2020;Jadi kesel kalo inget menkes pernah bilang enjoy aja. Lihat ini perkembangannya. Dalam bbrp hari dr 4 kasus langsung naik jadi 19. Kok ya kita disuruh enjoy? #menkes @jokowi;['#menkes'];negatif
09/03/2020;Ini 1 indonesia check covid-19 ke Jakarta ya? Litbangkes apa tidak bisa membuka cabang di tiap pulau, sehingga proses check berjalan lebih cepat dan efektif? Nanya aja.. #menkes #litbangkes;['#menkes'];negatif
08/03/2020;Semoga gak bertambah. Keep update ya pak. Gak usah kwatir rakyat panik. Kita auto prepare kok. Gk ngandelin pemerintah jg yg agak2 lamban. Dg terus update insya Allah masyarakat smkin waspada. ;['#menkes'];positif
08/03/2020;"#Menkes sok pinter. 
#JKWBangkrutkanIndonesia
#JKWBangkrutkanIndonesiahttps://twitter.com/tempodotco/status/1236551472793497601 …";['#menkes'];negatif
07/03/2020;"Sudahkah Indonesia siap ???
Jumlah ranjang, rumah sakit, peralatan dan dokter”nya 
#jokowi
#terawan
#menkes
#BersatuHadapiCoronahttps://twitter.com/BBCIndonesia/status/1236101071652769792 …";['#menkes'];netral
10/03/2020;Memang benar, cara komunikasi menteri ini sering konyol. #menkes;['#menkes'];negatif
24/04/2020;"Menteri yang menganggap remeh, tapi membawa malapetaka.

#menkes https://twitter.com/TirtoID/status/1253194388999516160 …";['#menkes'];negatif
24/04/2020;seandainya ak jadi @jokowi #menkes #terawan ini dicopot aja setengah jalan, bukan cuma gk perform tp keputusannya membahayakan kesejahteraan rakyat ditambah dengan commentnya yg terkadang missleading;['#menkes'];negatif
01/04/2020;"Perawat pasien Covid-19 adalah pejuang sesungguhnya mendampingi dan merawat pasiennya dalam kesenyapan publikasi...proud of you nurse!
#AksiBerantasCovid19 #nersindonesia #Media #MelawanCorona #perawat #menkes";['#menkes'];positif
31/03/2020;Lagi liat berita pandemi covid 19 yang semakin parah, tapi Menkes Terawan kok ga nongol sama sekali?  #COVID19indonesia #menkes #IndonesiaMelawanCovid19;['#menkes'];negatif
22/04/2020;"Mau lapor tentang mafia kesehatan, namun ngeri2 sedap ya,takut ada ojol bawa HT
#BUMN_DikuasaiMafia
#BersatuLawanCovid19
#menkes";['#menkes'];negatif
21/03/2020;"KEPALA NEGARA HARUSNYA MALUUUUUU
SAAT NEGARA LAIN PERLENGKAPAN MEDISNYA LENGKAP
INDONESIA CUMA PAKAI JAS HUJAN...
MUKA LOE TARO DI MANA
#PresidenRI
#MENKES 
negara lain sdh lockdown ,indonesia masih membiarkan TKA cina keluar masuk...goblok!";['#menkes'];negatif
21/03/2020;Hmm, banyak yang minta Pak @jokowi mencopot Menkes Terawan. Setuju nggak nih gengs? #terawan #menkes #COVID2019 #DirumahAjahttps://bit.ly/2wu7aqD ;['#menkes'];negatif
21/03/2020;Astaghfirullah pak #jokowi , anda punya #Menkes dan #dokter di #Indonesia banyak, tim ahli banyak, ya mboook ditanya dl donk...batalkan beli kalau memang tidak tepat alatnya !!!https://twitter.com/gogogo_victory/status/1241211105587822596 …;['#menkes'];negatif
20/03/2020;"Jujur saat di assement..sangat membantu kami..dan penyembuhan anda...
#bebascorona
#savetenagamedis
#lawancorona
#handhygien
#menkes pic.twitter.com/5COjFDdiPt";['#menkes'];positif
19/03/2020;sekalian aja #Menkes nya biar ku geprek banh;['#menkes'];negatif
19/03/2020;"Sayangnya pertahanan  negara tidak termasuk serangan  virus, itu urusannya Pak Terawan.
#CoronaIndonesia #Menhan #Menkes https://twitter.com/AndiArief__/status/1240463230578786304 …";['#menkes'];netral
19/03/2020;"Mengapa Kota Malang para guru2nya masih masuk disekolah, sedangkan instruksi dari Bapak Presiden dan Mas Menteri berbanding terbalik, bingung manakah yg harus kami indahkan..??
#PresidenJokowidodo
#Masmenteri
#Menkes";['#menkes'];negatif
19/03/2020;ini baca tweet julid buat pak Terawan sedih skell astaga:( cita citaku jadi #menkes sedikit rapuh;['#menkes'];negatif
27/03/2020;"Hak Asasi untuk hidup sehat apakah harus di perlakukan seperti ini???
Sampai² saya harus tunduk dan memungut selembar kertas yang di letakkan pas di depan pintu dan di jauhi oleh tenanga kesehatan??
#menkes
#COVID19indonesia
@jokowi
@KemenkesRIpic.twitter.com/I7aKjhlLEK";['#menkes'];negatif
25/03/2020;"Dalam menghadapi #COVID19, kita nggak butuh #politikus lagi. Tolong Pemerintah ikuti apa kata #Dokter, #Menkes, dan #BNPB. Sediakan apa yg mereka mau, APD, rapod test atau sarana lainnya. Dan kalo perlu lockdown, lockdown lah...  
#COVID19
#LockdownNow";['#menkes'];negatif
15/03/2020;gak bakal dicopot #menkes nya mas  ntar ketauan blunder kabinetnya. jilid ke dua tanpa beban !!;['#menkes'];negatif
15/03/2020;Ayo dukung lock Down segera di Indonesia , untuk mencegah penyebaran yg lebih masif .. GBU  #LockDownIndonesia #VirusCoronaIndonesia #VirusCoronaupdate #jokowi #menkes #balilockdown #bnpbpic.twitter.com/OABSkRPgwK;['#menkes'];netral
14/03/2020;Saya tetap mendo’akan bapak sehat. Tapi, sekiranya Tuhan mentakdirkan bapak kena covid-19, apa masih sombong dg pernyataan bapak? Bersahajalah jadi pejabat pak, tenangkan msyarakat bukan spt itu. Cuma ngomong tp apa upaya anda? ;['#menkes'];negatif
14/03/2020;"tolong pecat #Menkes pak @jokowi sejak awa beliau ngeyel & anggap sepele bin ngeyel. 

kesel gua ";['#menkes'];negatif
14/03/2020;Pak @jokowi , knapa gak cepet2 lockdown Indonesia. Surakarta aja sdh brani me lockdown kota nya. Pls pakk ini sdk KLB #jokowi #menkes #terawan #covid19 #indonesialockdown;['#menkes'];negatif
14/04/2020;Noh, yey punya mentri kaga kompak: #menhub n #menkes. Bikin bingung aje;['#menkes'];negatif
14/04/2020;Beddes asu. Nyocot nyacat #menkes #RezimKerjaAmburadul #rezimmunduralonalon;['#menkes'];negatif
13/04/2020;Copot ae Menkes iki ngk jelas gini ko lambat #menkes https://twitter.com/UmarChelseaHsb/status/1249341445284057093 …;['#menkes'];negatif
13/04/2020;"Sumbar khususnya padang kapan nih pak #menkes #terawan??? Pekanbaru aja udah dsetujui loh padahal kasus positif lebih banyak dpadang drpd di pekanbaru
@mahyeldi_sp @irwanprayitno";['#menkes'];negatif
13/04/2020;"Ini #Terawan #menkes trendingnya selalu gak beneerrrrrrr..
Gini nih gara2 nila setitik rusak susu sebelanga...gara2 salah coblos hancur negara..";['#menkes'];negatif
12/04/2020;"Dirumah sakit tempat saya kerja Hazmat (APD ) yang kami pakai mesti dire-use supaya bisa dipergunakan kembali oleh karena tersediaannya terbatas.
APD yg lain juga terbatas stoknya..
Kami tidak minta apa2 hanya minta ketersedian APD buat kami ada.

#COVID19
#dinkes
#menkes";['#menkes'];negatif
12/04/2020;"Akhirnya Tangsel PSBB juga 

Menkes Terawan Setujui Penetapan Kebijakan PSBB Tangerang Raya http://mbsnews.id/news/read/10798/Menkes-Terawan-Setujui-Penetapan-Kebijakan-PSBB-Tangerang-Raya … #PSBB #TangerangRaya #Tangsel #Airin #Banten #WahidinHalim #Menkes #Terawan";['#menkes'];positif
18/03/2020;Teman2ku yg dokter saja malu sm Menkes RI. #COVID19 perlu orang yang punya expertise, peduli dgn rakyat, tdk menerapkan “punitive care.” Warga yg punya uang bs self-care. Yg ga bisa& ga ada pilihan lain, kesehatan mreka bertumpu pd keputusan pintar pemerintah. Ganti #menkes;['#menkes'];negatif
18/03/2020;"Yukk... Gotong royong mencegah corona untuk indonesia yang aman dan tentram
#CoronaIndonesia #Menkes #indonesiabisa #COVID19 #basmicorona #VirusCinta #President #GotongRoyongRakyat";['#menkes'];netral
18/03/2020;"Intinya indonesia belum siap menerapkan prosedur lockdown, kenapa ? Karna mayoritas warganya bergantung pada penghasilan harian. Pedagang, buruh harian, kuli serabutan dll.. Pemerintah harus cepat mencari solusi pengganti system lockdown.

#lockdown
#mendagri
#Jokowi
#Menkes";['#menkes'];negatif
18/03/2020;Masih sombong & Songong pak #Menkes ??? https://twitter.com/TirtoID/status/1240206802198777856 …;['#menkes'];negatif
18/03/2020;Meninggal 19 karna corona di Indonesia. vatality rate tertinggi di dunia. #TergagapCorona #terawan #terawanout #COVID2019 #Covid_19 #Menkes #IndonesiaMajuCumaHalu #BreakingNews #CopotMenkesTerawanpic.twitter.com/fne02jGiLT;['#menkes'];netral
18/03/2020;Ketika #Menkes tidak berfungsi, semua orang lama2 jadi Menkes. https://twitter.com/CNNIndonesia/status/1240197995854884864 …;['#menkes'];negatif
18/03/2020;berharap sih pak dokter terawan beneran mundur dari jabatannya sbg #MenKes;['#menkes'];negatif
18/03/2020;"Jangan Tunggu Lebih Banyak Penderita Corona Di Negeri Tercinta Ini.
Pak #menkes
Siapkan RS darurat pic.twitter.com/7zbYqAhiRf";['#menkes'];negatif
17/03/2020;"Sekarang pemerintah indonesia siap membantu dan membiayai orang yang terkena virus corona secara gratis•

Kenapa tidak seterusnya saja dan untuk semua penyakit apapun!! 
#dpr #JokowiMelawanCorona #menkes";['#menkes'];positif
17/03/2020;Ga usah lockdown pak. Siapkan saja sarana prasarana spy semua tertampung dan tertanggulangi.#menkes #mensos #presidenjokowi #gubernurindonesia #panglimatni #kapolri;['#menkes'];positif
16/03/2020;Sungguh sayang pelayanan Kesehatan di RS SS yang sangat lama diIGD #menkes #rssoeliantisuroso #COVID19 andai bisa sidak Bapak Bapak Menteri yang terhormat;['#menkes'];negatif
16/03/2020;setuju om, sekalian aja tuh #Menkes dipecat !!;['#menkes'];negatif
16/03/2020;"Kan udah dibilang, sediakan payung sebelum hujan 
#CoronaVirusSA
#menkes
#gubernurterbodoh
#VirusCintahttps://twitter.com/tempodotco/status/1239477342667329546 …";['#menkes'];positif
05/04/2020;Mohon pak @jokowi untuk pasien-pasien masih ODP, PDP dan Positif dapat diberi kejelasan aturan dan tanggungan dampak Wabah ini. Supaya kita tak jadi keresahan untuk penderita karena birokasi panjang. Karena kita masih awam #menkes #dinkes #kabupatenbogorpic.twitter.com/ImbENrs8SE;['#menkes'];positif
05/04/2020;"Sediakan !!! Kemarin kata #menkes Sehat ngapain pake Masker ?
Terus sekarang pas harga mahal lo suruh beli ???
1 box Harga 350rb";['#menkes'];negatif
05/04/2020;"Jubir Pemerintah untuk Penanganan Corona Kini Tampil Bermasker wah Tanda tanda Sudah serius nih .....
#tundamudik
#COVID19indonesia
#Jakarta
#menkes
http://detik.id/6CPDFR ";['#menkes'];netral
05/04/2020;Aneh kok bisa bisanya presiden biarkan orang orang pada mudik? Itukan sama saja dengan membiarkan penyebaran virusnya makin meluas. Walau dikarantina 14 hari tetap saja penyebaran itu semakin meluas pak #menkes #OptimisCegahCovid19;['#menkes'];negatif
05/04/2020;"Dah ga di kasih beribadah di tempat umum kata pak Menkes 
#COVID19indonesia #PandemicCovid19 #menkes #terawan #CoronaIndonesiahttp://www.cnnindonesia.com/nasional/20200405082605-20-490403/pedoman-psbb-seluruh-tempat-ibadah-ditutup …";['#menkes'];netral
04/04/2020;Jangan panik berita hoax..corona bisa sembuh sendiri..yang pake masker hanya orang sakit karena masker sangat terbatas 50juta aja dibanding 270jt penduduk negeri ini #menkes;['#menkes'];negatif
04/04/2020;Nanti juga sembuh sendiri.. #menkes;['#menkes'];negatif
04/04/2020;"Yaaa.. Ujung2 nya mrk mau bebasin ""Kawan"" seperjuangan mrk..
Sya berharap #Menkes lgi semedi cri Penawar Virus
Knp g buat hastag si untk Cari Menkes";['#menkes'];negatif
03/04/2020;"Sebelum kasus #COVID19  positif di Indonesia, #Menkes bilang Indonesia kebal virus ini karna cuaca panas.

sekarang sudah hampir 2.000 kasus, #LuhutBinsarPandjaitan  bilang corona tidak tahan cuaca Indonesia.

bisa tarik kesimpulannya kan..";['#menkes'];negatif
03/04/2020;"yg pekerja aja diberhentikan sementara kok mas.. belum lagi sebentar lagi lebaran.. ya kalau mereka yg pns kerja gak kerja tetap aja dibayar dari pemerintah.. lha kita yg pengusaha kecil ya gigit jari..
Ada corona kok malah disuruh berdoa.. #menkes";['#menkes'];negatif
03/03/2020;"kalau kata Pemerintah stok masker di Indonesia cukup. sementara di pasar mulai langka dan harganya selangit. daripada mengancam pidana penimbun. kenapa nggak dilakukan operasi pasar dgn harga normal saja
#maskerlangka #coronavirus #Covid_19 #COVID19
#Jokowi #menkes #terawan";['#menkes'];negatif
03/03/2020;"Gilakk klenn gaezss...ini menyangkut hal yg sangat seriuss. Klen jdikan lahan bisnis. Klen seludupkan masker dan dijual dengan harga yg sangat tidak wajar. Tdk ad hati nurani kalian !!

#CoronaVirusIndonesia
#Menkes #maskermahalhttps://twitter.com/detikcom/status/1234702756293861381 …";['#menkes'];netral
03/03/2020;#Menkes  mirip @jokowi slalu menggampangkan msalah. Klop bgt dah ;['#menkes'];negatif
03/03/2020;ini gubernur apa menkes #anies GIBLOK pisan overlaping kerjaan cari muka menutupi ke GOBLOKAN pekerjaan yg telah di lakukan,  #anies gak usah loe jelasin GOBLOK kita kita juga sudah tahu dan ada yg lebih pintar dari loe GOBLOK #menkes #jokowi;['#menkes'];negatif
03/03/2020;Dulu aku respek dr. Terawan dari TNI AL. Kinda OUT OF THE BOX. Sekarang dia tak ada bedanya... kena sawan. Ikut arus. Statemennya konyol semua. #drterawan #CoronaVirusIndonesia #CoronaOutbreak #Menkes #dkisiagacorona #ingub;['#menkes'];negatif
03/03/2020;Semoga harga Masker dimurahkan dan di atur oleh pemerintah #Masker #CoronaVirusIndonesia #menkes @KemenkesRIhttps://twitter.com/fikriqq/status/1234517802477740032 …;['#menkes'];positif
02/03/2020;Jangan salahkan rakyat yg bereaksi atas kasus corona. Mereka beli masker pake uang sendiri, jangan pula dituduh aneh2. Harusnya pemerintah jamin ketersediaan masker murah dan hand sanitizer di mana2. Bukan menyuruh tenang2 aja. #menkes #coronaindonesia;['#menkes'];negatif
02/03/2020;Kalau yang sehat ngundang yang sakit itu gimana pak #Menkes ???;['#menkes'];negatif
02/03/2020;"Semua prihatin sama virus corona, tapi koq harga masker, antiseptik dll malah dinaikin harganya. ?
#VirusCoronaindonesia
#Menkes";['#menkes'];negatif
02/03/2020;"Yuk selalu menjaga kesehatan serta selalu menjaga kebersihan & selalu waspada atas merebaknya virus corona.
Dan semoga kita selalu dalam lindungan Allah Azza Wa Jalla 
#jagakebersihan #waspada #coronavirusindonesia #depok #jawabaratsiaga1#temanhidupsehat #sehatmahal #Menkes pic.twitter.com/ZctJvvKF7R";['#menkes'];netral
02/03/2020;Media lebih baik mensosialisasikan: Apa itu virus Corona? Apa tanda-tanda sudah terjangkit dan apa yang dilakukan jika seseorang menunjukan gejalanya? Dorong tanggung jawab sosial daripada sibuk berseru-seru sudah ada yang positif #media #menkes #depkes;['#menkes'];netral
02/03/2020;Dengar kabar tumpang tindih antar presiden dan menkes, ko aku Jadi rindu menkes Siti Fadhilah supari ya #Menkes #COVID-19;['#menkes'];netral
02/03/2020;"Yg lbh menakutkan virus congor km ya pak #Menkes
#COVID19indonesia";['#menkes'];negatif
02/03/2020;Selamat datang corona, udah nyampe depok aja #Menkes;['#menkes'];netral
02/03/2020;"Lawan Corona dengan berdo'a
#Menkes";['#menkes'];netral
30/03/2020;Penyakit kok di bawa sampe status sosial. Untuk bapak @jokowi  mohon untuk mengganti #menkes yang kya orang ga sekolah mulutnya.;['#menkes'];negatif
29/03/2020;Kenapa ya pemerintah tidak kerahkan tim medis lakukan tes  di setiap bandara, terminal dan pelabuhan untuk memastikan orang positif atau tidak dipintu keluar masuk setiap kota #Jokowi #Menkes #panglima;['#menkes'];negatif
29/03/2020;Karena harus masuk disinfektan box, penumpukan orang terjadi di Kualanamu Airport Medan, Apakah begini anjuran penanganan nya ? No distancing.. Penumpukan masa.. Indonesia belum siap.. #sumut #Covid_19 #Menkes pic.twitter.com/pfyjgMgcMj;['#menkes'];negatif
29/03/2020;Buat jubir #Menkes kalau bicara jangan pandang sosial pak.. https://twitter.com/TomyZei/status/1243765015494049795 …;['#menkes'];negatif
29/03/2020;Kemana yaa menkes Terawan, kangen pernyataannya yg bikin sejuk #menkes #covid19indonesia;['#menkes'];positif
29/03/2020;lantas pemerintah udah berbuat apa ? kami gak merasakan efek. gak kebayang kalo gak ada donatur/donasi. pemerintah lemah tanpa kita. @jokowi @NajwaShihab #menkes #BangsatBangsa #bacotsantuy;['#menkes'];negatif
28/03/2020;#KarantinaWilayah #menkes gak becus FUCEK!!!;['#menkes'];negatif
28/03/2020;Sekarang saya percaya apa yg dikatakan temen saya benar bahwa kebijakan #menkes sekarang itu jelek;['#menkes'];negatif
28/03/2020;Itu mulut kalau bicara enteng banget seperti sendal hotel! Sudah saatnya #menkes beserta jajarannya mundur!!! https://twitter.com/borderrakyat/status/1243481891044352008 …;['#menkes'];negatif
28/03/2020;Menteri bikin ngeri #Menkes #koplak #negriamplop #ngerihttps://twitter.com/TomyZei/status/1243765015494049795 …;['#menkes'];negatif
28/03/2020;Sya doain #Menkes sehat jeng dri sya Orng Misqeeun yg blm pernah ke LN..;['#menkes'];positif
28/03/2020;"Itu virus dari luar negri bosss, orang miskin mana bisa keluar negri.
Sampe situ fahamm ??
Jadi awal yg nularin siapa 
hahaaa menkes (asaljeplak) #Menkes https://twitter.com/TomyZei/status/1243765015494049795 …";['#menkes'];netral
28/03/2020;Jubir ini termasuk yang mana?yang tertular atau yang menularkan?#MenKes;['#menkes'];netral
28/03/2020;" heran orng gini bs jd Jubir
Ckckck
Sya Berdoa bpk sehat yaa.. 
Btw #MenKes kmn si?? https://twitter.com/INDRI_PE18/status/1243825156381798401 …";['#menkes'];negatif
28/03/2020;"Terlepas benar atau tidak nya berita ini. Coba byangkan para dokter boikot/tdk melayani pasien corona, parah kan. 
Tambah kacau negara 
#Jokowi #menkes #CoronaUpdate #LawanCoronaBersamahttps://twitter.com/idtodayco/status/1243745716167573504 …";['#menkes'];negatif
28/03/2020;hehehe.. padahal kalo di logika.. penyebar corona pertama kali ya mereka mereka yang mobile , naik pesawat, dan berinteraksi / bersentuhan langsung dg WNA .. masak yang miskin disalahkan lagi..  so sad... tadinya bikin skrip yang bagus kenapa pak #menkes... @jokowi;['#menkes'];negatif
28/03/2020;"Pak @jokowi dengan segala hormat. Ganti aja beliau. Bukannya memperbaiki keadaan, meredupkan kepanikan, malah seperti ini

#menkes #KarantinaWilayahhttps://twitter.com/TomyZei/status/1243765015494049795 …";['#menkes'];negatif
28/03/2020;Setidaknya ini mewakili perasaanku #Menkes #TerawanMundur #COVID19;['#menkes'];netral
28/03/2020;"Inilah kalau bidang dikelola yang bukan ahlinya, kegaduhan akan terus menerus terjadi, solusi terbaik nggak pernah didapatkan
#Menkes
#Jubir
#LockDownNasionalSerentak";['#menkes'];negatif
28/03/2020;"Please mari kita selamatkan bangsa kita ini
#LockDownNasionalSerentak #KarantinaWilayah #Menkes";['#menkes'];positif
28/03/2020;"Semoga kita semua khususnya para pejabat2 publik terselamatkan dari berbicara sesuatu yg tidak diketahui dan menimbulkan konflik .
Hifdzullisaan pak 
#Menkes https://twitter.com/borderrakyat/status/1243481891044352008 …";['#menkes'];positif
28/03/2020;"Yg miskin nularin yg kaya ceunah 
Kok bangsat banget bikin pernyataan kek gtu.
Woii virus GK milih2 kaya miskin bambankkk .. gak relevan
#JubirGoblok
#menkes
#coronavirus";['#menkes'];negatif
28/03/2020;Jadi yang virusan itu yang miskin dan yang kayak aman pak? #Menkes #miris  lagi lagi status sosialhttps://twitter.com/TomyZei/status/1243765015494049795 …;['#menkes'];negatif
28/03/2020;Ga mutu rakyat rugi gaji mereka #menkes;['#menkes'];negatif
28/03/2020;"Biarkan saja para nakes, pemerintah dan masyarakat berjuang bersama melawan virus ini.
Bapak #Menkes Silakan enjoy aja menikmati keterpurukan indonesia ini https://twitter.com/Cobeh09/status/1243691333249687552 …";['#menkes'];positif
28/03/2020;"Dijaga pak lisan nya! Ditunggu permintaan maaf nya.

yg merasa tersakiti, yaudah wajar koq, emg beliau salah

yg membela gausah segitunya, jgn mmbuat suatu ksalahn seakan2 lazim & sah, mau tanya klo yg salah Gubernur J*k*rt*, lu2 padaan jg protes, digoreng 3 hr 3 mlm.

#menkes https://twitter.com/borderrakyat/status/1243481891044352008 …";['#menkes'];negatif
28/03/2020;"Memakan korban proses penyemprotan disinfectan memakai damkar di depok.. 
#menkes #depokpic.twitter.com/VjdS3GWCs5";['#menkes'];netral
24/03/2020;Ko salah mulu ya para pemangku kekuasaan di negeri ini ? Pertama anggap enteng, pejabat ngomong ga akurat sprti pak #Menkes penanganan lambat , jangan2 anggaran sekarat ? Beli alat kurang tepat, beli obat ? Jgn sampe deh bikin sekarat !!!;['#menkes'];negatif
24/03/2020;"Akhirnya #Menkes RI Sakit juga. buktinya beliau makai masker.

mamam tuh omongan sendiri !!! https://twitter.com/kumparan/status/1242260103350218752 …";['#menkes'];negatif
24/03/2020;Maaf pak... Masker buat orang yang sakit... Owh mungkin bapak lg sakit... #menkes https://twitter.com/kumparan/status/1242260103350218752 …;['#menkes'];negatif
24/03/2020;"Indonesia terdiri dari banyak pulau,saya sarankan pak @jokowi propinsi atau pulau yg sudah kena dampak covid-19  lock down saja khususnya DKI & pulau jawa ,sebelum propinsi yg lain kena wabah.
#IndonesiaMelawanCovid19
#JokowiMelawanCorona
#menkes";['#menkes'];positif
24/03/2020;Innalilshi Dokter n para medis jg.manusia Mngk beliau2 imunitas tubuhnyya menurun krn kecapekan Kbrnya ada yg smp 5 jam bertugas kasian pak aplusan dg dokter lain Tlng pak #Menkes Terawan spy ada SOP utk mrk n tlng cek kesehatannya every 2 http://hours.cc  bpk @jokowi;['#menkes'];positif
06/03/2020;"Pelan tp pasti bertambah terus. Maka,y pak #Menkes jgn menganggap enteng Corona. #RezimKerjaAmburadul
#RezimKerjaAmburadul";['#menkes'];negatif
05/03/2020;"#Menkes sm @jokowi  sm aja. Sma2 menggampangkan masalh. 
#RezimKerjaAmburadul";['#menkes'];negatif
04/03/2020;Bosen denger berita gk mutu dari pemerintah #TaraBasro #siskaeee #bugil UU ITE Kominfo #UUITE #kominfo #KPAI #MenKes #HargaMasker2000 #CoronaAlert #DarkMode #WhatsApp #CoronaVirusIndonesia;['#menkes'];negatif
04/03/2020;Apa yg di katakan #Menkes itu khurafat alias tahayul ;['#menkes'];negatif
04/03/2020;"Apa kita sebagai Nakes harus bekerja seperti ini? 
Efek Harga Masker Selangit.
#masker #efekhargamaskerselangit #savenakes #coba #pemerintah #viral #coronaindonesia #menkes pic.twitter.com/Y8KbEwlahr";['#menkes'];negatif
04/03/2020;Ketika rakyat lebih antisipatif dan proaktif ketimbang pemerintahnya. #VirusCoronaindonesia #jokowimana @mohmahfudmd @jokowi #menkes https://twitter.com/yanniarsim/status/1234809374914183168 …;['#menkes'];negatif
10/09/2020;Ini juli laju positifnya udah kurang dari 100 malah #INDONESIATERSERAH kan bodoh ya;['#indonesiaterserah'];negatif
09/09/2020;Mknya klo goverment tdk perduli ttg protokol kesehatan, knp masy mesti perduli dgn himbauan goverment? #indonesiaterserah itu mungkin buat goverment bukan buat rakyat...;['#indonesiaterserah'];negatif
02/09/2020;permisi pengen nanya.... emangnya klo bioskop ga buka tuh kita bakalan mati gaya banget apa gimana sih??;['#indonesiaterserah'];netral
